Link,Judul,Harga,Deskripsi
https://www.airbnb.com/rooms/24195844?adults=1&check_in=2021-11-01&check_out=2021-11-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=edba90da-5e9e-4d1b-a15a-54d93e7d0441,"Rumah dekat ICE AEON, Cluster New Vivacia BSD-3BR",$84,6 guests · 3 bedrooms · 4 beds · 2 baths
https://www.airbnb.com/rooms/43113300?adults=1&check_in=2021-11-01&check_out=2021-11-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=edba90da-5e9e-4d1b-a15a-54d93e7d0441,Spacious Studio Apt in CBD Bintaro,$41,2 guests · 1 bedroom · 3 beds · 1 bath
https://www.airbnb.com/rooms/1962329?adults=1&check_in=2021-11-01&check_out=2021-11-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=edba90da-5e9e-4d1b-a15a-54d93e7d0441,Luxury home in Central Jakarta. Close to malls.,$51,4 guests · 2 bedrooms · 2 beds · 1.5 baths
https://www.airbnb.com/rooms/33697461?adults=1&check_in=2021-11-01&check_out=2021-11-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=edba90da-5e9e-4d1b-a15a-54d93e7d0441,Apartment Puri Orchard [Studio] at West Jakarta,$16,2 guests · Studio · 1 bed · 1 bath
https://www.airbnb.com/rooms/52661731?adults=1&check_in=2021-11-01&check_out=2021-11-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=edba90da-5e9e-4d1b-a15a-54d93e7d0441,Unique 2 bedroom loft for working professionals,$32,4 guests · 2 bedrooms · 2 beds · 2 baths
https://www.airbnb.com/rooms/43370070?adults=1&check_in=2021-11-01&check_out=2021-11-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=edba90da-5e9e-4d1b-a15a-54d93e7d0441,Arotel BSD (ex airy),$14,2 guests · Studio · 1 bed · 1 private bath
https://www.airbnb.com/rooms/39456161?adults=1&check_in=2021-11-01&check_out=2021-11-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=edba90da-5e9e-4d1b-a15a-54d93e7d0441,"Apartemen Poins Square, Lebak Bulus, 2 Bedrooms",$61,4 guests · 2 bedrooms · 3 beds · 3 baths
https://www.airbnb.com/rooms/20990538?adults=1&check_in=2021-11-01&check_out=2021-11-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=edba90da-5e9e-4d1b-a15a-54d93e7d0441,Luxurious & spacious studio in Kemang Village,$50,4 guests · Studio · 4 beds · 1 bath
https://www.airbnb.com/rooms/35471016?adults=1&check_in=2021-11-01&check_out=2021-11-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=edba90da-5e9e-4d1b-a15a-54d93e7d0441,2BR Sweet Adelaine Signature,$57,4 guests · 2 bedrooms · 3 beds · 2 baths
https://www.airbnb.com/rooms/52487373?adults=1&check_in=2021-11-01&check_out=2021-11-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=edba90da-5e9e-4d1b-a15a-54d93e7d0441,Modern 2 bedroom Apartment at Intermark BSD,$45,4 guests · 2 bedrooms · 3 beds · 1 bath
